RowId;ThresholdProfileName;ExpectedFound;ExpectedRank;ExpectedScore;BestNonMatchRank;BestNonMatchScore;ScoreDrop;CandidateCount
13941;Passweb_1_N_Alder_18_70;True;1;833;2;550;283;15
13942;Passweb_1_N_Alder_7_13;True;1;890;2;659;231;15
13943;Passweb_1_N_Alder_18_70;True;1;787;2;557;230;15
13944;Passweb_1_N_Alder_71_T;True;1;948;2;594;354;15
13945;Passweb_1_N_Alder_18_70;True;1;911;2;532;379;15
13946;Passweb_1_N_Alder_18_70;True;1;903;2;483;420;15
13947;Passweb_1_N_Alder_18_70;True;1;872;2;579;293;15
13948;Passweb_1_N_Alder_18_70;True;1;860;2;494;366;15
13949;Passweb_1_N_Alder_18_70;True;1;885;2;568;317;15
13950;Passweb_1_N_Alder_18_70;True;1;827;2;493;334;15
13951;Passweb_1_N_Alder_18_70;True;1;860;2;548;312;15
13952;Passweb_1_N_Alder_18_70;True;1;897;2;518;379;15
13953;Passweb_1_N_Alder_2_6;False;;;1;727;;15
13954;Passweb_1_N_Alder_18_70;True;1;910;2;583;327;15
13955;Passweb_1_N_Alder_18_70;True;1;893;2;538;355;15
13956;Passweb_1_N_Alder_18_70;True;1;937;2;499;438;15
13957;Passweb_1_N_Alder_2_6;True;1;884;2;542;342;15
13958;Passweb_1_N_Alder_18_70;True;1;753;2;530;223;15
13959;Passweb_1_N_Alder_2_6;True;1;892;2;616;276;15
13960;Passweb_1_N_Alder_18_70;True;1;892;2;513;379;15
13961;Passweb_1_N_Alder_18_70;True;1;911;2;542;369;15
13962;Passweb_1_N_Alder_18_70;True;1;786;2;481;305;15
13963;Passweb_1_N_Alder_18_70;True;1;797;2;452;345;15
13964;Passweb_1_N_Alder_2_6;True;1;836;2;639;197;15
13965;Passweb_1_N_Alder_2_6;False;;;1;682;;15
13966;Passweb_1_N_Alder_2_6;True;1;891;2;634;257;15
13967;Passweb_1_N_Alder_2_6;True;2;649;1;651;-2;15
13968;Passweb_1_N_Alder_2_6;False;;;1;705;;15
13969;Passweb_1_N_Alder_18_70;True;1;931;2;567;364;15
13970;Passweb_1_N_Alder_18_70;True;1;866;2;518;348;15
13971;Passweb_1_N_Alder_18_70;True;1;877;2;525;352;15
13972;Passweb_1_N_Alder_18_70;True;1;808;2;544;264;15
13973;Passweb_1_N_Alder_18_70;True;1;926;2;511;415;15
13974;Passweb_1_N_Alder_18_70;True;1;893;2;469;424;15
13975;Passweb_1_N_Alder_18_70;True;1;818;2;526;292;15
13976;Passweb_1_N_Alder_7_13;True;1;782;2;641;141;15
13977;Passweb_1_N_Alder_18_70;True;1;848;2;575;273;15
13978;Passweb_1_N_Alder_18_70;True;1;790;2;497;293;15
13979;Passweb_1_N_Alder_18_70;True;1;921;2;558;363;15
13980;Passweb_1_N_Alder_18_70;True;1;885;2;540;345;15
13981;Passweb_1_N_Alder_18_70;True;1;858;2;543;315;15
13982;Passweb_1_N_Alder_18_70;True;1;888;2;535;353;15
13983;Passweb_1_N_Alder_18_70;True;1;887;2;509;378;15
13984;Passweb_1_N_Alder_71_T;True;1;971;2;618;353;15
13985;Passweb_1_N_Alder_18_70;True;1;858;2;604;254;15
13986;Passweb_1_N_Alder_7_13;True;1;875;2;625;250;15
13987;Passweb_1_N_Alder_18_70;True;1;755;2;580;175;15
13988;Passweb_1_N_Alder_18_70;True;1;943;2;565;378;15
13989;Passweb_1_N_Alder_18_70;True;1;922;2;663;259;15
13990;Passweb_1_N_Alder_18_70;True;1;942;2;571;371;15
13991;Passweb_1_N_Alder_18_70;True;1;963;2;497;466;15
13992;Passweb_1_N_Alder_18_70;True;1;908;2;549;359;15
13993;Passweb_1_N_Alder_7_13;True;1;883;2;626;257;15
13994;Passweb_1_N_Alder_18_70;True;1;876;2;538;338;15
13995;Passweb_1_N_Alder_18_70;True;1;882;2;525;357;15
13996;Passweb_1_N_Alder_18_70;True;1;738;2;515;223;15
13997;Passweb_1_N_Alder_18_70;True;1;879;2;564;315;15
13998;Passweb_1_N_Alder_18_70;True;1;949;2;546;403;15
13999;Passweb_1_N_Alder_18_70;True;1;827;2;551;276;15
14000;Passweb_1_N_Alder_18_70;True;1;825;2;576;249;15
14001;Passweb_1_N_Alder_71_T;True;1;882;2;589;293;15
14002;Passweb_1_N_Alder_2_6;False;;;1;759;;15
14003;Passweb_1_N_Alder_71_T;True;1;809;2;573;236;15
14004;Passweb_1_N_Alder_18_70;True;1;840;2;550;290;15
14005;Passweb_1_N_Alder_14_15;True;1;781;2;654;127;15
14006;Passweb_1_N_Alder_18_70;True;1;906;2;503;403;15
14007;Passweb_1_N_Alder_16_17;True;1;820;2;529;291;15
14008;Passweb_1_N_Alder_18_70;True;1;869;2;476;393;15
14009;Passweb_1_N_Alder_18_70;True;1;845;2;507;338;15
14010;Passweb_1_N_Alder_18_70;True;1;837;2;538;299;15
14011;Passweb_1_N_Alder_18_70;True;1;781;2;548;233;15
14012;Passweb_1_N_Alder_18_70;True;1;810;2;605;205;15
14013;Passweb_1_N_Alder_18_70;True;1;962;2;552;410;15
14014;Passweb_1_N_Alder_7_13;True;1;880;2;630;250;15
14015;Passweb_1_N_Alder_18_70;True;1;855;2;537;318;15
14016;Passweb_1_N_Alder_7_13;True;1;863;2;636;227;15
14017;Passweb_1_N_Alder_2_6;True;1;856;2;676;180;15
14018;Passweb_1_N_Alder_18_70;True;1;859;2;533;326;15
14019;Passweb_1_N_Alder_7_13;True;1;889;2;597;292;15
14020;Passweb_1_N_Alder_18_70;True;1;898;2;494;404;15
14021;Passweb_1_N_Alder_7_13;False;;;1;686;;15
14022;Passweb_1_N_Alder_18_70;True;1;910;2;608;302;15
14023;Passweb_1_N_Alder_7_13;True;1;912;2;624;288;15
14024;Passweb_1_N_Alder_18_70;True;1;775;2;555;220;15
14025;Passweb_1_N_Alder_18_70;True;1;953;2;501;452;15
14026;Passweb_1_N_Alder_18_70;True;1;830;2;532;298;15
14027;Passweb_1_N_Alder_18_70;True;1;835;2;537;298;15
14028;Passweb_1_N_Alder_18_70;True;1;905;2;570;335;15
14029;Passweb_1_N_Alder_16_17;True;1;890;2;551;339;15
14030;Passweb_1_N_Alder_18_70;True;1;910;2;556;354;15
14031;Passweb_1_N_Alder_18_70;True;1;868;2;503;365;15
14032;Passweb_1_N_Alder_18_70;True;1;941;2;536;405;15
14033;Passweb_1_N_Alder_2_6;True;1;892;2;703;189;15
14034;Passweb_1_N_Alder_71_T;True;1;807;2;549;258;15
14035;Passweb_1_N_Alder_18_70;True;1;860;2;573;287;15
14036;Passweb_1_N_Alder_18_70;True;1;861;2;519;342;15
14037;Passweb_1_N_Alder_71_T;True;1;762;2;582;180;15
14038;Passweb_1_N_Alder_18_70;True;1;881;2;588;293;15
14039;Passweb_1_N_Alder_18_70;True;1;867;2;641;226;15
14040;Passweb_1_N_Alder_18_70;True;1;866;2;532;334;15
14041;Passweb_1_N_Alder_18_70;True;1;822;2;554;268;15
14042;Passweb_1_N_Alder_71_T;True;1;954;2;562;392;15
14043;Passweb_1_N_Alder_18_70;True;1;831;2;536;295;15
14044;Passweb_1_N_Alder_18_70;True;1;845;2;555;290;15
14045;Passweb_1_N_Alder_18_70;True;1;845;2;512;333;15
14046;Passweb_1_N_Alder_18_70;True;1;876;2;588;288;15
14047;Passweb_1_N_Alder_14_15;True;1;771;2;626;145;15
14048;Passweb_1_N_Alder_18_70;True;1;838;2;552;286;15
14049;Passweb_1_N_Alder_18_70;True;1;836;2;494;342;15
14050;Passweb_1_N_Alder_18_70;True;1;923;2;552;371;15
14051;Passweb_1_N_Alder_18_70;True;1;870;2;549;321;15
14052;Passweb_1_N_Alder_18_70;True;1;897;2;535;362;15
14053;Passweb_1_N_Alder_18_70;True;1;763;2;518;245;15
14054;Passweb_1_N_Alder_18_70;True;1;829;2;507;322;15
14055;Passweb_1_N_Alder_18_70;True;1;944;2;515;429;15
14056;Passweb_1_N_Alder_16_17;True;1;656;2;540;116;15
14057;Passweb_1_N_Alder_18_70;True;1;838;2;482;356;15
14058;Passweb_1_N_Alder_18_70;True;1;787;2;511;276;15
14059;Passweb_1_N_Alder_18_70;True;1;807;2;482;325;15
14060;Passweb_1_N_Alder_18_70;True;1;829;2;612;217;15
14061;Passweb_1_N_Alder_7_13;True;1;807;2;630;177;15
14062;Passweb_1_N_Alder_18_70;True;1;932;2;539;393;15
14063;Passweb_1_N_Alder_2_6;True;1;843;2;575;268;15
14064;Passweb_1_N_Alder_18_70;True;1;854;2;510;344;15
14065;Passweb_1_N_Alder_7_13;True;1;845;2;676;169;15
14066;Passweb_1_N_Alder_18_70;True;1;769;2;528;241;15
14067;Passweb_1_N_Alder_18_70;True;1;819;2;535;284;15
14068;Passweb_1_N_Alder_18_70;True;1;799;2;533;266;15
14069;Passweb_1_N_Alder_18_70;True;1;938;2;541;397;15
14070;Passweb_1_N_Alder_16_17;True;1;766;2;541;225;15
14071;Passweb_1_N_Alder_71_T;True;1;941;2;567;374;15
14072;Passweb_1_N_Alder_18_70;True;1;816;2;483;333;15
14073;Passweb_1_N_Alder_18_70;True;1;838;2;503;335;15
14074;Passweb_1_N_Alder_14_15;True;1;766;2;548;218;15
14075;Passweb_1_N_Alder_71_T;True;1;834;2;582;252;15
14076;Passweb_1_N_Alder_2_6;True;1;791;2;773;18;15
14077;Passweb_1_N_Alder_18_70;True;1;811;2;553;258;15
14078;Passweb_1_N_Alder_18_70;True;1;686;2;536;150;15
14079;Passweb_1_N_Alder_18_70;True;1;911;2;580;331;15
14080;Passweb_1_N_Alder_18_70;True;1;829;2;543;286;15
14081;Passweb_1_N_Alder_71_T;True;1;944;2;568;376;15
14082;Passweb_1_N_Alder_7_13;True;1;862;2;605;257;15
14083;Passweb_1_N_Alder_18_70;True;1;874;2;482;392;15
14084;Passweb_1_N_Alder_18_70;True;1;711;2;540;171;15
14085;Passweb_1_N_Alder_71_T;True;1;868;2;552;316;15
14086;Passweb_1_N_Alder_18_70;True;1;883;2;510;373;15
14087;Passweb_1_N_Alder_16_17;True;1;930;2;557;373;15
14088;Passweb_1_N_Alder_71_T;True;1;841;2;503;338;15
14089;Passweb_1_N_Alder_7_13;True;1;922;2;667;255;15
14090;Passweb_1_N_Alder_7_13;True;1;927;2;599;328;15
14091;Passweb_1_N_Alder_18_70;True;1;890;2;606;284;15
14092;Passweb_1_N_Alder_18_70;True;1;945;2;566;379;15
14093;Passweb_1_N_Alder_18_70;True;1;946;2;560;386;15
14094;Passweb_1_N_Alder_18_70;True;1;868;2;540;328;15
14095;Passweb_1_N_Alder_18_70;True;1;940;2;546;394;15
14096;Passweb_1_N_Alder_71_T;True;1;938;2;524;414;15
14097;Passweb_1_N_Alder_14_15;True;1;779;2;604;175;15
14098;Passweb_1_N_Alder_18_70;True;1;941;2;505;436;15
14099;Passweb_1_N_Alder_7_13;True;1;815;2;589;226;15
14100;Passweb_1_N_Alder_18_70;True;1;865;2;573;292;15
14101;Passweb_1_N_Alder_18_70;True;1;928;2;520;408;15
14102;Passweb_1_N_Alder_18_70;True;1;907;2;543;364;15
14103;Passweb_1_N_Alder_18_70;True;1;817;2;525;292;15
14104;Passweb_1_N_Alder_18_70;True;1;892;2;572;320;15
14105;Passweb_1_N_Alder_18_70;True;1;815;2;544;271;15
14106;Passweb_1_N_Alder_18_70;True;1;854;2;580;274;15
14107;Passweb_1_N_Alder_18_70;True;1;921;2;513;408;15
14108;Passweb_1_N_Alder_18_70;True;1;899;2;538;361;15
14109;Passweb_1_N_Alder_18_70;True;1;747;2;482;265;15
14110;Passweb_1_N_Alder_18_70;True;1;945;2;490;455;15
14111;Passweb_1_N_Alder_18_70;True;1;764;2;548;216;15
14112;Passweb_1_N_Alder_18_70;True;1;802;2;543;259;15
14113;Passweb_1_N_Alder_18_70;True;1;956;2;561;395;15
14114;Passweb_1_N_Alder_18_70;True;1;771;2;550;221;15
14115;Passweb_1_N_Alder_18_70;True;1;837;2;492;345;15
14116;Passweb_1_N_Alder_18_70;True;1;865;2;496;369;15
14117;Passweb_1_N_Alder_2_6;True;1;775;2;664;111;15
14118;Passweb_1_N_Alder_14_15;True;1;884;2;607;277;15
14119;Passweb_1_N_Alder_7_13;True;1;819;2;644;175;15
14120;Passweb_1_N_Alder_18_70;True;1;921;2;526;395;15
14121;Passweb_1_N_Alder_7_13;True;1;948;2;632;316;15
14122;Passweb_1_N_Alder_18_70;True;1;930;2;592;338;15
14123;Passweb_1_N_Alder_18_70;True;1;915;2;552;363;15
14124;Passweb_1_N_Alder_18_70;True;1;878;2;505;373;15
14125;Passweb_1_N_Alder_18_70;True;1;936;2;558;378;15
14126;Passweb_1_N_Alder_18_70;True;1;823;2;528;295;15
14127;Passweb_1_N_Alder_18_70;True;1;975;2;501;474;15
14128;Passweb_1_N_Alder_18_70;True;1;925;2;547;378;15
14129;Passweb_1_N_Alder_18_70;True;1;826;2;552;274;15
14130;Passweb_1_N_Alder_18_70;True;1;760;2;536;224;15
14131;Passweb_1_N_Alder_7_13;True;1;913;2;591;322;15
14132;Passweb_1_N_Alder_7_13;True;1;883;2;643;240;15
14133;Passweb_1_N_Alder_18_70;True;1;865;2;491;374;15
14134;Passweb_1_N_Alder_18_70;True;1;822;2;542;280;15
14135;Passweb_1_N_Alder_18_70;True;1;846;2;572;274;15
14136;Passweb_1_N_Alder_7_13;True;1;856;2;606;250;15
14137;Passweb_1_N_Alder_18_70;True;1;850;2;482;368;15
14138;Passweb_1_N_Alder_7_13;True;1;796;2;623;173;15
14139;Passweb_1_N_Alder_18_70;True;1;909;2;533;376;15
14140;Passweb_1_N_Alder_18_70;True;1;821;2;543;278;15
14141;Passweb_1_N_Alder_2_6;True;1;939;2;624;315;15
14142;Passweb_1_N_Alder_18_70;True;1;679;2;515;164;15
14143;Passweb_1_N_Alder_7_13;True;1;921;2;640;281;15
14144;Passweb_1_N_Alder_18_70;True;1;928;2;557;371;15
14145;Passweb_1_N_Alder_18_70;True;1;788;2;509;279;15
14146;Passweb_1_N_Alder_18_70;True;1;863;2;500;363;15
14147;Passweb_1_N_Alder_18_70;True;1;947;2;584;363;15
14148;Passweb_1_N_Alder_2_6;True;1;812;2;618;194;15
14149;Passweb_1_N_Alder_18_70;True;1;845;2;536;309;15
14150;Passweb_1_N_Alder_18_70;True;1;864;2;539;325;15
14151;Passweb_1_N_Alder_18_70;True;1;919;2;538;381;15
14152;Passweb_1_N_Alder_18_70;True;1;770;2;559;211;15
14153;Passweb_1_N_Alder_18_70;True;1;862;2;539;323;15
14154;Passweb_1_N_Alder_7_13;True;1;920;2;587;333;15
14155;Passweb_1_N_Alder_14_15;True;1;750;2;590;160;15
14156;Passweb_1_N_Alder_7_13;True;1;895;2;609;286;15
14157;Passweb_1_N_Alder_18_70;True;1;900;2;568;332;15
14158;Passweb_1_N_Alder_18_70;True;1;908;2;547;361;15
14159;Passweb_1_N_Alder_7_13;True;1;887;2;568;319;15
14160;Passweb_1_N_Alder_18_70;True;1;919;2;473;446;15
14161;Passweb_1_N_Alder_18_70;True;1;950;2;535;415;15
14162;Passweb_1_N_Alder_7_13;True;1;910;2;641;269;15
14163;Passweb_1_N_Alder_7_13;True;1;933;2;651;282;15
14164;Passweb_1_N_Alder_18_70;True;1;841;2;545;296;15
14165;Passweb_1_N_Alder_18_70;True;1;781;2;568;213;15
14166;Passweb_1_N_Alder_71_T;True;1;770;2;522;248;15
14167;Passweb_1_N_Alder_18_70;True;1;909;2;523;386;15
14168;Passweb_1_N_Alder_18_70;True;1;946;2;545;401;15
14169;Passweb_1_N_Alder_18_70;True;1;885;2;500;385;15
14170;Passweb_1_N_Alder_18_70;True;1;819;2;564;255;15
14171;Passweb_1_N_Alder_18_70;True;1;895;2;534;361;15
14172;Passweb_1_N_Alder_18_70;True;1;943;2;558;385;15
14173;Passweb_1_N_Alder_18_70;True;1;935;2;507;428;15
14174;Passweb_1_N_Alder_18_70;True;1;841;2;561;280;15
14175;Passweb_1_N_Alder_18_70;True;1;923;2;571;352;15
14176;Passweb_1_N_Alder_18_70;True;1;890;2;537;353;15
14177;Passweb_1_N_Alder_18_70;True;1;869;2;470;399;15
14178;Passweb_1_N_Alder_18_70;True;1;846;2;537;309;15
14179;Passweb_1_N_Alder_18_70;True;1;884;2;542;342;15
14180;Passweb_1_N_Alder_18_70;True;1;866;2;535;331;15
14181;Passweb_1_N_Alder_18_70;True;1;947;2;541;406;15
14182;Passweb_1_N_Alder_18_70;True;1;772;2;558;214;15
14183;Passweb_1_N_Alder_18_70;True;1;878;2;648;230;15
14184;Passweb_1_N_Alder_7_13;True;1;902;2;597;305;15
14185;Passweb_1_N_Alder_7_13;True;1;925;2;649;276;15
14186;Passweb_1_N_Alder_18_70;True;1;785;2;539;246;15
14187;Passweb_1_N_Alder_7_13;True;1;651;2;589;62;15
14188;Passweb_1_N_Alder_14_15;True;1;626;2;618;8;15
14189;Passweb_1_N_Alder_7_13;True;1;917;2;620;297;15
14190;Passweb_1_N_Alder_18_70;True;1;891;2;573;318;15
14191;Passweb_1_N_Alder_18_70;True;1;942;2;499;443;15
14192;Passweb_1_N_Alder_7_13;True;1;849;2;670;179;15
14193;Passweb_1_N_Alder_71_T;True;1;970;2;583;387;15
14194;Passweb_1_N_Alder_18_70;True;1;844;2;518;326;15
14195;Passweb_1_N_Alder_18_70;True;1;817;2;512;305;15
14196;Passweb_1_N_Alder_18_70;True;1;855;2;531;324;15
14197;Passweb_1_N_Alder_18_70;True;1;866;2;509;357;15
14198;Passweb_1_N_Alder_18_70;True;1;902;2;496;406;15
14199;Passweb_1_N_Alder_18_70;True;1;860;2;499;361;15
14200;Passweb_1_N_Alder_18_70;True;1;827;2;572;255;15
14201;Passweb_1_N_Alder_18_70;True;1;869;2;560;309;15
14202;Passweb_1_N_Alder_18_70;True;1;909;2;492;417;15
14203;Passweb_1_N_Alder_18_70;True;1;845;2;518;327;15
14204;Passweb_1_N_Alder_18_70;True;1;797;2;519;278;15
14205;Passweb_1_N_Alder_16_17;True;1;827;2;539;288;15
14206;Passweb_1_N_Alder_16_17;True;1;714;2;581;133;15
14207;Passweb_1_N_Alder_7_13;True;1;866;2;609;257;15
14208;Passweb_1_N_Alder_7_13;True;1;892;2;660;232;15
14209;Passweb_1_N_Alder_18_70;True;1;870;2;557;313;15
14210;Passweb_1_N_Alder_18_70;True;1;819;2;542;277;15
14211;Passweb_1_N_Alder_18_70;True;1;869;2;598;271;15
14212;Passweb_1_N_Alder_7_13;True;1;781;2;575;206;15
14213;Passweb_1_N_Alder_2_6;True;1;846;2;701;145;15
14214;Passweb_1_N_Alder_7_13;True;1;914;2;621;293;15
14215;Passweb_1_N_Alder_18_70;True;1;864;2;497;367;15
14216;Passweb_1_N_Alder_71_T;True;1;712;2;555;157;15
14217;Passweb_1_N_Alder_7_13;True;1;835;2;537;298;15
14218;Passweb_1_N_Alder_18_70;True;1;840;2;515;325;15
14219;Passweb_1_N_Alder_18_70;True;1;917;2;515;402;15
14220;Passweb_1_N_Alder_18_70;True;1;860;2;519;341;15
14221;Passweb_1_N_Alder_18_70;True;1;745;2;548;197;15
14222;Passweb_1_N_Alder_7_13;False;;;1;648;;15
14223;Passweb_1_N_Alder_18_70;True;1;951;2;589;362;15
14224;Passweb_1_N_Alder_7_13;True;1;860;2;603;257;15
14225;Passweb_1_N_Alder_7_13;True;1;850;2;637;213;15
14226;Passweb_1_N_Alder_7_13;True;1;851;2;626;225;15
14227;Passweb_1_N_Alder_7_13;True;1;912;2;670;242;15
14228;Passweb_1_N_Alder_2_6;True;1;937;2;621;316;15
14229;Passweb_1_N_Alder_18_70;True;1;749;2;517;232;15
14230;Passweb_1_N_Alder_16_17;True;1;875;2;649;226;15
14231;Passweb_1_N_Alder_18_70;True;1;800;2;503;297;15
14232;Passweb_1_N_Alder_7_13;True;1;852;2;599;253;15
14233;Passweb_1_N_Alder_18_70;True;1;866;2;557;309;15
14234;Passweb_1_N_Alder_18_70;True;1;880;2;597;283;15
14235;Passweb_1_N_Alder_18_70;True;1;937;2;503;434;15
14236;Passweb_1_N_Alder_2_6;True;1;803;2;595;208;15
14237;Passweb_1_N_Alder_2_6;True;1;722;2;591;131;15
14238;Passweb_1_N_Alder_2_6;True;1;839;2;583;256;15
14239;Passweb_1_N_Alder_18_70;True;1;814;2;606;208;15
14240;Passweb_1_N_Alder_18_70;True;1;882;2;504;378;15
14241;Passweb_1_N_Alder_14_15;True;1;827;2;621;206;15
14242;Passweb_1_N_Alder_18_70;True;1;959;2;594;365;15
14243;Passweb_1_N_Alder_7_13;True;1;852;2;619;233;15
14244;Passweb_1_N_Alder_18_70;True;1;848;2;582;266;15
14245;Passweb_1_N_Alder_7_13;True;1;810;2;578;232;15
14246;Passweb_1_N_Alder_18_70;True;1;943;2;525;418;15
14247;Passweb_1_N_Alder_18_70;True;1;932;2;586;346;15
14248;Passweb_1_N_Alder_7_13;True;1;928;2;621;307;15
14249;Passweb_1_N_Alder_18_70;True;1;853;2;514;339;15
14250;Passweb_1_N_Alder_18_70;True;1;743;2;545;198;15
14251;Passweb_1_N_Alder_7_13;True;1;829;2;683;146;15
14252;Passweb_1_N_Alder_18_70;True;1;839;2;584;255;15
14253;Passweb_1_N_Alder_18_70;True;1;907;2;528;379;15
14254;Passweb_1_N_Alder_18_70;True;1;892;2;525;367;15
14255;Passweb_1_N_Alder_18_70;True;1;916;2;619;297;15
14256;Passweb_1_N_Alder_71_T;True;1;887;2;541;346;15
14257;Passweb_1_N_Alder_7_13;True;1;863;2;661;202;15
14258;Passweb_1_N_Alder_18_70;True;1;898;2;552;346;15
14259;Passweb_1_N_Alder_18_70;True;1;859;2;498;361;15
14260;Passweb_1_N_Alder_7_13;True;1;913;2;630;283;15
14261;Passweb_1_N_Alder_7_13;True;1;858;2;580;278;15
14262;Passweb_1_N_Alder_7_13;True;1;934;2;579;355;15
14263;Passweb_1_N_Alder_18_70;True;1;822;2;574;248;15
14264;Passweb_1_N_Alder_18_70;True;1;829;2;541;288;15
14265;Passweb_1_N_Alder_7_13;True;1;904;2;576;328;15
14266;Passweb_1_N_Alder_2_6;True;1;891;2;654;237;15
14267;Passweb_1_N_Alder_18_70;True;1;893;2;508;385;15
14268;Passweb_1_N_Alder_18_70;True;1;864;2;577;287;15
14269;Passweb_1_N_Alder_71_T;True;1;924;2;525;399;15
14270;Passweb_1_N_Alder_18_70;True;1;930;2;498;432;15
14271;Passweb_1_N_Alder_18_70;True;1;948;2;526;422;15
14272;Passweb_1_N_Alder_18_70;True;1;895;2;512;383;15
14273;Passweb_1_N_Alder_7_13;True;1;923;2;614;309;15
14274;Passweb_1_N_Alder_14_15;True;1;814;2;614;200;15
14275;Passweb_1_N_Alder_7_13;True;1;901;2;635;266;15
14276;Passweb_1_N_Alder_18_70;True;1;906;2;611;295;15
14277;Passweb_1_N_Alder_2_6;True;1;815;2;548;267;15
14278;Passweb_1_N_Alder_16_17;True;1;706;2;569;137;15
14279;Passweb_1_N_Alder_18_70;True;1;838;2;550;288;15
14280;Passweb_1_N_Alder_18_70;True;1;741;2;507;234;15
14281;Passweb_1_N_Alder_18_70;True;1;881;2;592;289;15
14282;Passweb_1_N_Alder_16_17;True;1;721;2;586;135;15
14283;Passweb_1_N_Alder_18_70;True;1;889;2;557;332;15
14284;Passweb_1_N_Alder_7_13;True;1;861;2;673;188;15
14285;Passweb_1_N_Alder_18_70;True;1;853;2;547;306;15
14286;Passweb_1_N_Alder_18_70;True;1;817;2;548;269;15
14287;Passweb_1_N_Alder_18_70;True;1;854;2;573;281;15
14288;Passweb_1_N_Alder_18_70;True;1;945;2;587;358;15
14289;Passweb_1_N_Alder_71_T;True;1;842;2;497;345;15
14290;Passweb_1_N_Alder_18_70;True;1;879;2;535;344;15
14291;Passweb_1_N_Alder_18_70;True;1;877;2;525;352;15
14292;Passweb_1_N_Alder_18_70;True;1;850;2;574;276;15
14293;Passweb_1_N_Alder_18_70;True;1;942;2;539;403;15
14294;Passweb_1_N_Alder_7_13;True;1;876;2;692;184;15
14295;Passweb_1_N_Alder_18_70;True;1;831;2;542;289;15
14296;Passweb_1_N_Alder_18_70;True;1;935;2;462;473;15
14297;Passweb_1_N_Alder_18_70;True;1;903;2;547;356;15
14298;Passweb_1_N_Alder_18_70;True;1;849;2;510;339;15
14299;Passweb_1_N_Alder_18_70;True;1;774;2;600;174;15
14300;Passweb_1_N_Alder_18_70;True;1;789;2;578;211;15
14301;Passweb_1_N_Alder_2_6;True;1;765;2;667;98;15
14302;Passweb_1_N_Alder_18_70;True;1;905;2;552;353;15
14303;Passweb_1_N_Alder_18_70;True;1;836;2;495;341;15
14304;Passweb_1_N_Alder_18_70;True;1;960;2;557;403;15
14305;Passweb_1_N_Alder_16_17;True;1;922;2;616;306;15
14306;Passweb_1_N_Alder_7_13;True;1;914;2;696;218;15
14307;Passweb_1_N_Alder_7_13;True;1;812;2;594;218;15
14308;Passweb_1_N_Alder_18_70;True;1;836;2;564;272;15
14309;Passweb_1_N_Alder_18_70;True;1;795;2;550;245;15
14310;Passweb_1_N_Alder_18_70;True;1;805;2;519;286;15
14311;Passweb_1_N_Alder_16_17;True;1;772;2;583;189;15
14312;Passweb_1_N_Alder_18_70;True;1;942;2;514;428;15
14313;Passweb_1_N_Alder_18_70;True;1;897;2;506;391;15
14314;Passweb_1_N_Alder_7_13;True;1;904;2;608;296;15
14315;Passweb_1_N_Alder_18_70;True;1;899;2;568;331;15
14316;Passweb_1_N_Alder_18_70;True;1;928;2;539;389;15
14317;Passweb_1_N_Alder_18_70;True;1;868;2;576;292;15
14318;Passweb_1_N_Alder_7_13;True;1;829;2;592;237;15
14319;Passweb_1_N_Alder_18_70;True;1;840;2;603;237;15
14320;Passweb_1_N_Alder_2_6;True;1;791;2;647;144;15
14321;Passweb_1_N_Alder_2_6;True;1;876;2;620;256;15
14322;Passweb_1_N_Alder_7_13;True;1;701;2;650;51;15
14323;Passweb_1_N_Alder_18_70;True;1;917;2;550;367;15
14324;Passweb_1_N_Alder_18_70;True;1;920;2;478;442;15
14325;Passweb_1_N_Alder_18_70;True;1;944;2;471;473;15
14326;Passweb_1_N_Alder_18_70;True;1;794;2;558;236;15
14327;Passweb_1_N_Alder_16_17;True;1;862;2;638;224;15
14328;Passweb_1_N_Alder_18_70;True;1;952;2;559;393;15
14329;Passweb_1_N_Alder_18_70;True;1;873;2;576;297;15
14330;Passweb_1_N_Alder_18_70;True;1;819;2;535;284;15
14331;Passweb_1_N_Alder_0_1;False;;;1;703;;15
14332;Passweb_1_N_Alder_18_70;True;1;800;2;562;238;15
14333;Passweb_1_N_Alder_0_1;True;1;813;2;628;185;15
14334;Passweb_1_N_Alder_18_70;True;1;889;2;553;336;15
14335;Passweb_1_N_Alder_18_70;True;1;813;2;500;313;15
14336;Passweb_1_N_Alder_7_13;True;1;872;2;663;209;15
14337;Passweb_1_N_Alder_18_70;True;1;839;2;534;305;15
14338;Passweb_1_N_Alder_18_70;True;1;911;2;541;370;15
14339;Passweb_1_N_Alder_7_13;True;1;834;2;610;224;15
14340;Passweb_1_N_Alder_2_6;True;1;812;2;729;83;15
14341;Passweb_1_N_Alder_2_6;True;2;754;1;795;-41;15
14342;Passweb_1_N_Alder_18_70;True;1;874;2;497;377;15
14343;Passweb_1_N_Alder_2_6;True;1;902;2;591;311;15
14344;Passweb_1_N_Alder_2_6;True;1;839;2;647;192;15
14345;Passweb_1_N_Alder_18_70;True;1;848;2;462;386;15
14346;Passweb_1_N_Alder_7_13;True;1;933;2;618;315;15
14347;Passweb_1_N_Alder_18_70;True;1;865;2;490;375;15
14348;Passweb_1_N_Alder_18_70;True;1;823;2;538;285;15
14349;Passweb_1_N_Alder_18_70;True;1;822;2;573;249;15
14350;Passweb_1_N_Alder_2_6;True;1;760;2;685;75;15
